Ctyname,stname,cases2023
Hamilton County,Ohio,19
Hancock County,Ohio,2
Hardin County,Ohio,0
Harrison County,Ohio,27
Henry County,Ohio,1
Highland County,Ohio,2
Hocking County,Ohio,21
Holmes County,Ohio,45
Huron County,Ohio,2
Jackson County,Ohio,25
Jefferson County,Ohio,9
Knox County,Ohio,59
Lake County,Ohio,14
Lawrence County,Ohio,0
Licking County,Ohio,58
Logan County,Ohio,2
Lorain County,Ohio,6
Lucas County,Ohio,2
Madison County,Ohio,3
Mahoning County,Ohio,23
Marion County,Ohio,3
Medina County,Ohio,15
Meigs County,Ohio,3
Mercer County,Ohio,0
Miami County,Ohio,1
Monroe County,Ohio,4
Montgomery County,Ohio,7
Morgan County,Ohio,9
Morrow County,Ohio,2
Muskingum County,Ohio,95
Noble County,Ohio,3
Ottawa County,Ohio,0
Paulding County,Ohio,0
Perry County,Ohio,11
Pickaway County,Ohio,4
Pike County,Ohio,0
Portage County,Ohio,9
Preble County,Ohio,2
Putnam County,Ohio,0
Richland County,Ohio,31
Ross County,Ohio,11
Sandusky County,Ohio,0
Scioto County,Ohio,3
Seneca County,Ohio,1
Shelby County,Ohio,0
Stark County,Ohio,89
Summit County,Ohio,46
Trumbull County,Ohio,39
Tuscarawas County,Ohio,78
Union County,Ohio,1
Van Wert County,Ohio,0
Vinton County,Ohio,1
Warren County,Ohio,4
Washington County,Ohio,22
Wayne County,Ohio,33
Williams County,Ohio,0
Wood County,Ohio,1
Wyandot County,Ohio,0
Adair County,Oklahoma,0
Alfalfa County,Oklahoma,0
Atoka County,Oklahoma,0
Beaver County,Oklahoma,0
Beckham County,Oklahoma,0
Blaine County,Oklahoma,0
Bryan County,Oklahoma,0
Caddo County,Oklahoma,0
Canadian County,Oklahoma,0
Carter County,Oklahoma,0
Cherokee County,Oklahoma,0
Choctaw County,Oklahoma,0
Cimarron County,Oklahoma,0
Cleveland County,Oklahoma,0
Coal County,Oklahoma,0
Comanche County,Oklahoma,0
Cotton County,Oklahoma,0
Craig County,Oklahoma,0
Creek County,Oklahoma,0
Custer County,Oklahoma,0
Delaware County,Oklahoma,0
Dewey County,Oklahoma,0
Ellis County,Oklahoma,0
Garfield County,Oklahoma,0
Garvin County,Oklahoma,0
Grady County,Oklahoma,0
Grant County,Oklahoma,0
Greer County,Oklahoma,0
Harmon County,Oklahoma,0
Harper County,Oklahoma,0
Haskell County,Oklahoma,0
Hughes County,Oklahoma,0
Jackson County,Oklahoma,0
Jefferson County,Oklahoma,0
Johnston County,Oklahoma,0
Kay County,Oklahoma,0
Kingfisher County,Oklahoma,0
Kiowa County,Oklahoma,0
Latimer County,Oklahoma,0
Le Flore County,Oklahoma,0
Lincoln County,Oklahoma,0
Logan County,Oklahoma,0
Love County,Oklahoma,0
McClain County,Oklahoma,0
McCurtain County,Oklahoma,0
McIntosh County,Oklahoma,0
Major County,Oklahoma,0
Marshall County,Oklahoma,0
Mayes County,Oklahoma,0
Murray County,Oklahoma,0
Muskogee County,Oklahoma,0
Noble County,Oklahoma,0
Nowata County,Oklahoma,0
Okfuskee County,Oklahoma,0
Oklahoma County,Oklahoma,0
Okmulgee County,Oklahoma,0
Osage County,Oklahoma,0
Ottawa County,Oklahoma,0
Pawnee County,Oklahoma,0
Payne County,Oklahoma,0
Pittsburg County,Oklahoma,0
Pontotoc County,Oklahoma,0
Pottawatomie County,Oklahoma,1
Pushmataha County,Oklahoma,0
Roger Mills County,Oklahoma,0
Rogers County,Oklahoma,0
Seminole County,Oklahoma,0
Sequoyah County,Oklahoma,0
Stephens County,Oklahoma,0
Texas County,Oklahoma,0
Tillman County,Oklahoma,0
Tulsa County,Oklahoma,2
Wagoner County,Oklahoma,0
Washington County,Oklahoma,0
Washita County,Oklahoma,0
Woods County,Oklahoma,0
Woodward County,Oklahoma,0
Baker County,Oregon,0
Benton County,Oregon,2
Clackamas County,Oregon,3
Clatsop County,Oregon,2
Columbia County,Oregon,0
Coos County,Oregon,3
Crook County,Oregon,0
Curry County,Oregon,0
Deschutes County,Oregon,4
Douglas County,Oregon,2
Gilliam County,Oregon,0
Grant County,Oregon,0
Harney County,Oregon,0
Hood River County,Oregon,2
Jackson County,Oregon,1
Jefferson County,Oregon,1
Josephine County,Oregon,12
Klamath County,Oregon,4
Lake County,Oregon,1
Lane County,Oregon,1
Lincoln County,Oregon,0
Linn County,Oregon,3
Malheur County,Oregon,0
Marion County,Oregon,6
Morrow County,Oregon,0
Multnomah County,Oregon,9
Polk County,Oregon,1
Sherman County,Oregon,0
Tillamook County,Oregon,2
Umatilla County,Oregon,0
Union County,Oregon,0
Wallowa County,Oregon,0
Wasco County,Oregon,0
Washington County,Oregon,2
Wheeler County,Oregon,0
Yamhill County,Oregon,0
Adams County,Pennsylvania,145
Allegheny County,Pennsylvania,1485
Armstrong County,Pennsylvania,302
Beaver County,Pennsylvania,179
Bedford County,Pennsylvania,73
Berks County,Pennsylvania,551
Blair County,Pennsylvania,260
Bradford County,Pennsylvania,168
Bucks County,Pennsylvania,672
Butler County,Pennsylvania,631
Cambria County,Pennsylvania,314
Cameron County,Pennsylvania,37
Carbon County,Pennsylvania,16
Centre County,Pennsylvania,303
Chester County,Pennsylvania,934
Clarion County,Pennsylvania,200
Clearfield County,Pennsylvania,308
Clinton County,Pennsylvania,51
Columbia County,Pennsylvania,32
Crawford County,Pennsylvania,440
Cumberland County,Pennsylvania,224
Dauphin County,Pennsylvania,219
Delaware County,Pennsylvania,436
Elk County,Pennsylvania,113
Erie County,Pennsylvania,374
Fayette County,Pennsylvania,215
Forest County,Pennsylvania,40
Franklin County,Pennsylvania,130
Fulton County,Pennsylvania,24
Greene County,Pennsylvania,117
Huntingdon County,Pennsylvania,133
Indiana County,Pennsylvania,231
Jefferson County,Pennsylvania,326
Juniata County,Pennsylvania,29
Lackawanna County,Pennsylvania,150
Lancaster County,Pennsylvania,523
Lawrence County,Pennsylvania,137
Lebanon County,Pennsylvania,185
Lehigh County,Pennsylvania,59
Luzerne County,Pennsylvania,129
Lycoming County,Pennsylvania,143
McKean County,Pennsylvania,162
Mercer County,Pennsylvania,238
Mifflin County,Pennsylvania,45
Monroe County,Pennsylvania,98
Montgomery County,Pennsylvania,714
Montour County,Pennsylvania,11
Northampton County,Pennsylvania,111
Northumberland County,Pennsylvania,47
Perry County,Pennsylvania,115
Philadelphia County,Pennsylvania,356
Pike County,Pennsylvania,155
Potter County,Pennsylvania,106
Schuylkill County,Pennsylvania,73
Snyder County,Pennsylvania,35
Somerset County,Pennsylvania,203
Sullivan County,Pennsylvania,11
Susquehanna County,Pennsylvania,154
Tioga County,Pennsylvania,121
Union County,Pennsylvania,40
Venango County,Pennsylvania,296
Warren County,Pennsylvania,231
Washington County,Pennsylvania,458
Wayne County,Pennsylvania,260
Westmoreland County,Pennsylvania,982
Wyoming County,Pennsylvania,56
York County,Pennsylvania,555
Bristol County,Rhode Island,143
Kent County,Rhode Island,377
Newport County,Rhode Island,378
Providence County,Rhode Island,1000
Washington County,Rhode Island,954
Abbeville County,South Carolina,0
Aiken County,South Carolina,1
Allendale County,South Carolina,0
Anderson County,South Carolina,1
Bamberg County,South Carolina,0
Barnwell County,South Carolina,0
Beaufort County,South Carolina,8
Berkeley County,South Carolina,2
Calhoun County,South Carolina,1
Charleston County,South Carolina,7
Cherokee County,South Carolina,0
Chester County,South Carolina,0
Chesterfield County,South Carolina,0
Clarendon County,South Carolina,1
Colleton County,South Carolina,0
Darlington County,South Carolina,0
Dillon County,South Carolina,0
Dorchester County,South Carolina,2
Edgefield County,South Carolina,0
Fairfield County,South Carolina,0
Florence County,South Carolina,1
Georgetown County,South Carolina,1
Greenville County,South Carolina,5
Greenwood County,South Carolina,0
Hampton County,South Carolina,0
Horry County,South Carolina,6
Jasper County,South Carolina,2
Kershaw County,South Carolina,1
Lancaster County,South Carolina,0
Laurens County,South Carolina,0
Lee County,South Carolina,0
Lexington County,South Carolina,4
McCormick County,South Carolina,1
Marion County,South Carolina,0
Marlboro County,South Carolina,0
Newberry County,South Carolina,0
Oconee County,South Carolina,0
Orangeburg County,South Carolina,1
Pickens County,South Carolina,1
Richland County,South Carolina,4
Saluda County,South Carolina,0
Spartanburg County,South Carolina,1
Sumter County,South Carolina,1
Union County,South Carolina,0
Williamsburg County,South Carolina,0
York County,South Carolina,3
Aurora County,South Dakota,0
Beadle County,South Dakota,0
Bennett County,South Dakota,0
Bon Homme County,South Dakota,0
Brookings County,South Dakota,0
Brown County,South Dakota,0
Brule County,South Dakota,0
Buffalo County,South Dakota,0
Butte County,South Dakota,0
Campbell County,South Dakota,0
Charles Mix County,South Dakota,0
Clark County,South Dakota,0
Clay County,South Dakota,0
Codington County,South Dakota,0
Corson County,South Dakota,0
Custer County,South Dakota,0
Davison County,South Dakota,0
Day County,South Dakota,1
Deuel County,South Dakota,0
Dewey County,South Dakota,0
Douglas County,South Dakota,0
Edmunds County,South Dakota,0
Fall River County,South Dakota,0
Faulk County,South Dakota,0
Grant County,South Dakota,0
Gregory County,South Dakota,0
Haakon County,South Dakota,0
Hamlin County,South Dakota,1
Hand County,South Dakota,0
Hanson County,South Dakota,0
Harding County,South Dakota,0
Hughes County,South Dakota,1
Hutchinson County,South Dakota,0
Hyde County,South Dakota,0
Jackson County,South Dakota,0
Jerauld County,South Dakota,0
Jones County,South Dakota,0
Kingsbury County,South Dakota,0
Lake County,South Dakota,0
Lawrence County,South Dakota,0
Lincoln County,South Dakota,0
Lyman County,South Dakota,0
McCook County,South Dakota,0
McPherson County,South Dakota,0
Marshall County,South Dakota,0
Meade County,South Dakota,0
Mellette County,South Dakota,0
Miner County,South Dakota,0
Minnehaha County,South Dakota,1
Moody County,South Dakota,0
Oglala Lakota County,South Dakota,0
Pennington County,South Dakota,2
Perkins County,South Dakota,1
Potter County,South Dakota,0
Roberts County,South Dakota,0
Sanborn County,South Dakota,0
Spink County,South Dakota,0
Stanley County,South Dakota,0
Sully County,South Dakota,0
Todd County,South Dakota,0
Tripp County,South Dakota,0
Turner County,South Dakota,0
Union County,South Dakota,0
Walworth County,South Dakota,0
Yankton County,South Dakota,0
Ziebach County,South Dakota,0
Anderson County,Tennessee,0
Bedford County,Tennessee,0
Benton County,Tennessee,0
Bledsoe County,Tennessee,0
Blount County,Tennessee,0
Bradley County,Tennessee,0
Campbell County,Tennessee,1
Cannon County,Tennessee,0
Carroll County,Tennessee,0
Carter County,Tennessee,2
Cheatham County,Tennessee,0
Chester County,Tennessee,0
Claiborne County,Tennessee,1
Clay County,Tennessee,0
Cocke County,Tennessee,0
Coffee County,Tennessee,0
Crockett County,Tennessee,0
Cumberland County,Tennessee,4
Davidson County,Tennessee,3
Decatur County,Tennessee,0
DeKalb County,Tennessee,0
Dickson County,Tennessee,0
Dyer County,Tennessee,0
Fayette County,Tennessee,0
Fentress County,Tennessee,0
Franklin County,Tennessee,0
Gibson County,Tennessee,0
Giles County,Tennessee,0
Grainger County,Tennessee,2
Greene County,Tennessee,1
Grundy County,Tennessee,0
Hamblen County,Tennessee,0
Hamilton County,Tennessee,0
Hancock County,Tennessee,1
Hardeman County,Tennessee,0
Hardin County,Tennessee,0
Hawkins County,Tennessee,0
Haywood County,Tennessee,0
Henderson County,Tennessee,0
Henry County,Tennessee,0
Hickman County,Tennessee,0
Houston County,Tennessee,0
Humphreys County,Tennessee,0
Jackson County,Tennessee,0
Jefferson County,Tennessee,1
Johnson County,Tennessee,4
Knox County,Tennessee,5
Lake County,Tennessee,0
Lauderdale County,Tennessee,0
Lawrence County,Tennessee,0
Lewis County,Tennessee,0
Lincoln County,Tennessee,0
Loudon County,Tennessee,0
McMinn County,Tennessee,0
McNairy County,Tennessee,0
Macon County,Tennessee,0
Madison County,Tennessee,0
Marion County,Tennessee,0
Marshall County,Tennessee,0
Maury County,Tennessee,0
Meigs County,Tennessee,0
Monroe County,Tennessee,0
Montgomery County,Tennessee,1
Moore County,Tennessee,0
Morgan County,Tennessee,0
Obion County,Tennessee,0
Overton County,Tennessee,1
Perry County,Tennessee,0
Pickett County,Tennessee,1
Polk County,Tennessee,0
Putnam County,Tennessee,0
Rhea County,Tennessee,0
Roane County,Tennessee,0
Robertson County,Tennessee,1
Rutherford County,Tennessee,1
Scott County,Tennessee,0
Sequatchie County,Tennessee,0
Sevier County,Tennessee,0
Shelby County,Tennessee,0
Smith County,Tennessee,0
Stewart County,Tennessee,0
Sullivan County,Tennessee,3
Sumner County,Tennessee,2
Tipton County,Tennessee,0
Trousdale County,Tennessee,0
Unicoi County,Tennessee,3
Union County,Tennessee,1
Van Buren County,Tennessee,0
Warren County,Tennessee,0
Washington County,Tennessee,8
Wayne County,Tennessee,0
Weakley County,Tennessee,0
White County,Tennessee,0
Williamson County,Tennessee,3
Wilson County,Tennessee,0
Anderson County,Texas,0
Andrews County,Texas,0
Angelina County,Texas,0
Aransas County,Texas,0
Archer County,Texas,0
Armstrong County,Texas,0
Atascosa County,Texas,0
Austin County,Texas,0
Bailey County,Texas,0
Bandera County,Texas,0
Bastrop County,Texas,0
Baylor County,Texas,0
Bee County,Texas,0
Bell County,Texas,1
Bexar County,Texas,2
Blanco County,Texas,0
Borden County,Texas,0
Bosque County,Texas,0
Bowie County,Texas,0
Brazoria County,Texas,0
Brazos County,Texas,0
Brewster County,Texas,0
Briscoe County,Texas,0
Brooks County,Texas,0
Brown County,Texas,0
Burleson County,Texas,0
Burnet County,Texas,0
Caldwell County,Texas,0
Calhoun County,Texas,0
Callahan County,Texas,0
Cameron County,Texas,1
Camp County,Texas,0
Carson County,Texas,0
Cass County,Texas,0
Castro County,Texas,0
Chambers County,Texas,0
Cherokee County,Texas,0
Childress County,Texas,0
Clay County,Texas,0
Cochran County,Texas,0
Coke County,Texas,0
Coleman County,Texas,0
Collin County,Texas,1
Collingsworth County,Texas,0
Colorado County,Texas,0
Comal County,Texas,0
Comanche County,Texas,0
Concho County,Texas,0
Cooke County,Texas,0
Coryell County,Texas,0
Cottle County,Texas,0
Crane County,Texas,0
Crockett County,Texas,0
Crosby County,Texas,0
Culberson County,Texas,0
Dallam County,Texas,0
Dallas County,Texas,3
Dawson County,Texas,0
Deaf Smith County,Texas,0
Delta County,Texas,0
Denton County,Texas,0
DeWitt County,Texas,0
Dickens County,Texas,0
Dimmit County,Texas,0
Donley County,Texas,0
Duval County,Texas,0
Eastland County,Texas,0
Ector County,Texas,1
Edwards County,Texas,0
Ellis County,Texas,0
El Paso County,Texas,2
Erath County,Texas,0
Falls County,Texas,0
Fannin County,Texas,0
Fayette County,Texas,0
Fisher County,Texas,0
Floyd County,Texas,0
Foard County,Texas,0
Fort Bend County,Texas,0
Franklin County,Texas,0
Freestone County,Texas,0
Frio County,Texas,0
Gaines County,Texas,0
Galveston County,Texas,1
Garza County,Texas,0
Gillespie County,Texas,0
Glasscock County,Texas,0
Goliad County,Texas,0
Gonzales County,Texas,0
Gray County,Texas,0
Grayson County,Texas,0
Gregg County,Texas,0
Grimes County,Texas,0
Guadalupe County,Texas,0
Hale County,Texas,0
Hall County,Texas,0
Hamilton County,Texas,0
Hansford County,Texas,0
Hardeman County,Texas,0
Hardin County,Texas,0
Harris County,Texas,1
Harrison County,Texas,0
Hartley County,Texas,1
Haskell County,Texas,0
Hays County,Texas,0
Hemphill County,Texas,0
Henderson County,Texas,1
Hidalgo County,Texas,0
Hill County,Texas,0
Hockley County,Texas,0
Hood County,Texas,0
Hopkins County,Texas,0
Houston County,Texas,0
Howard County,Texas,0
Hudspeth County,Texas,0
Hunt County,Texas,2
Hutchinson County,Texas,0
Irion County,Texas,0
Jack County,Texas,0
Jackson County,Texas,0
Jasper County,Texas,0
Jeff Davis County,Texas,0
Jefferson County,Texas,0
Jim Hogg County,Texas,0
Jim Wells County,Texas,0
Johnson County,Texas,0
Jones County,Texas,0
Karnes County,Texas,0
Kaufman County,Texas,0
Kendall County,Texas,0
Kenedy County,Texas,0
Kent County,Texas,0
Kerr County,Texas,1
Kimble County,Texas,0
King County,Texas,0
Kinney County,Texas,0
Kleberg County,Texas,0
Knox County,Texas,0
Lamar County,Texas,0
Lamb County,Texas,0
Lampasas County,Texas,0
La Salle County,Texas,0
Lavaca County,Texas,0
Lee County,Texas,0
Leon County,Texas,0
Liberty County,Texas,0
Limestone County,Texas,0
Lipscomb County,Texas,0
Live Oak County,Texas,0
Llano County,Texas,1
Loving County,Texas,0
Lubbock County,Texas,0
Lynn County,Texas,0
McCulloch County,Texas,0
McLennan County,Texas,0
McMullen County,Texas,0
Madison County,Texas,0
Marion County,Texas,0
Martin County,Texas,0
Mason County,Texas,0
Matagorda County,Texas,0
Maverick County,Texas,0
Medina County,Texas,0
Menard County,Texas,0
Midland County,Texas,0
Milam County,Texas,0
Mills County,Texas,0
Mitchell County,Texas,0
Montague County,Texas,0
Montgomery County,Texas,0
Moore County,Texas,0
Morris County,Texas,0
Motley County,Texas,0
Nacogdoches County,Texas,0
Navarro County,Texas,0
Newton County,Texas,0
Nolan County,Texas,0
Nueces County,Texas,0
Ochiltree County,Texas,0
Oldham County,Texas,0
Orange County,Texas,0
Palo Pinto County,Texas,0
Panola County,Texas,0
Parker County,Texas,0
Parmer County,Texas,0
Pecos County,Texas,0
Polk County,Texas,1
Potter County,Texas,0
Presidio County,Texas,0
Rains County,Texas,0
Randall County,Texas,0
Reagan County,Texas,0
Real County,Texas,0
Red River County,Texas,0
Reeves County,Texas,0
Refugio County,Texas,0
Roberts County,Texas,0
Robertson County,Texas,0
Rockwall County,Texas,0
Runnels County,Texas,0
Rusk County,Texas,0
Sabine County,Texas,0
San Augustine County,Texas,0
San Jacinto County,Texas,0
San Patricio County,Texas,0
San Saba County,Texas,0
Schleicher County,Texas,0
Scurry County,Texas,0
Shackelford County,Texas,0
Shelby County,Texas,0
Sherman County,Texas,0
Smith County,Texas,0
Somervell County,Texas,0
Starr County,Texas,0
Stephens County,Texas,0
Sterling County,Texas,0
Stonewall County,Texas,0
Sutton County,Texas,0
Swisher County,Texas,0
Tarrant County,Texas,3
Taylor County,Texas,0
Terrell County,Texas,0
Terry County,Texas,0
Throckmorton County,Texas,0
Titus County,Texas,0
Tom Green County,Texas,0
Travis County,Texas,1
Trinity County,Texas,0
Tyler County,Texas,0
Upshur County,Texas,0
Upton County,Texas,0
Uvalde County,Texas,0
Val Verde County,Texas,0
Van Zandt County,Texas,0
Victoria County,Texas,0
Walker County,Texas,0
Waller County,Texas,0
Ward County,Texas,0
Washington County,Texas,0
Webb County,Texas,0
Wharton County,Texas,0
Wheeler County,Texas,0
Wichita County,Texas,0
Wilbarger County,Texas,0
Willacy County,Texas,0
Williamson County,Texas,2
Wilson County,Texas,0
Winkler County,Texas,0
Wise County,Texas,0
Wood County,Texas,1
Yoakum County,Texas,0
Young County,Texas,0
Zapata County,Texas,0
Zavala County,Texas,0
Beaver County,Utah,0
Box Elder County,Utah,0
Cache County,Utah,0
Carbon County,Utah,0
Daggett County,Utah,0
Davis County,Utah,3
Duchesne County,Utah,0
Emery County,Utah,0
Garfield County,Utah,0
Grand County,Utah,0
Iron County,Utah,0
Juab County,Utah,0
Kane County,Utah,0
Millard County,Utah,0
Morgan County,Utah,0
Piute County,Utah,0
Rich County,Utah,0
Salt Lake County,Utah,9
San Juan County,Utah,0
Sanpete County,Utah,0
Sevier County,Utah,0
Summit County,Utah,0
Tooele County,Utah,1
Uintah County,Utah,0
Utah County,Utah,2
Wasatch County,Utah,0
Washington County,Utah,0
Wayne County,Utah,0
Weber County,Utah,1
Addison County,Vermont,128
Bennington County,Vermont,149
Caledonia County,Vermont,69
Chittenden County,Vermont,296
Essex County,Vermont,6
Franklin County,Vermont,71
Grand Isle County,Vermont,19
Lamoille County,Vermont,34
Orange County,Vermont,77
Orleans County,Vermont,19
Rutland County,Vermont,51
Washington County,Vermont,117
Windham County,Vermont,180
Windsor County,Vermont,229
Accomack County,Virginia,11
Albemarle County,Virginia,25
Alleghany County,Virginia,1
Amelia County,Virginia,4
Amherst County,Virginia,4
Appomattox County,Virginia,2
Arlington County,Virginia,27
Augusta County,Virginia,19
Bath County,Virginia,14
Bedford County,Virginia,7
Bland County,Virginia,5
Botetourt County,Virginia,8
Brunswick County,Virginia,0
Buchanan County,Virginia,2
Buckingham County,Virginia,2
Campbell County,Virginia,3
Caroline County,Virginia,3
Carroll County,Virginia,69
Charles City County,Virginia,3
Charlotte County,Virginia,6
Chesterfield County,Virginia,35
Clarke County,Virginia,11
Craig County,Virginia,4
Culpeper County,Virginia,23
Cumberland County,Virginia,1
Dickenson County,Virginia,1
Dinwiddie County,Virginia,2
Essex County,Virginia,0
Fairfax County,Virginia,134
Fauquier County,Virginia,63
Floyd County,Virginia,60
Fluvanna County,Virginia,1
Franklin County,Virginia,13
Frederick County,Virginia,51
Giles County,Virginia,20
Gloucester County,Virginia,0
Goochland County,Virginia,4
Grayson County,Virginia,43
Greene County,Virginia,3
Greensville County,Virginia,0
Halifax County,Virginia,5
Hanover County,Virginia,16
Henrico County,Virginia,19
Henry County,Virginia,7
Highland County,Virginia,12
Isle of Wight County,Virginia,1
James City County,Virginia,3
King and Queen County,Virginia,0
King George County,Virginia,4
King William County,Virginia,0
Lancaster County,Virginia,0
Lee County,Virginia,1
Loudoun County,Virginia,98
Louisa County,Virginia,7
Lunenburg County,Virginia,2
Madison County,Virginia,7
Mathews County,Virginia,0
Mecklenburg County,Virginia,4
Middlesex County,Virginia,0
Montgomery County,Virginia,71
Nelson County,Virginia,11
New Kent County,Virginia,2
Northampton County,Virginia,1
Northumberland County,Virginia,0
Nottoway County,Virginia,5
Orange County,Virginia,9
Page County,Virginia,5
Patrick County,Virginia,18
Pittsylvania County,Virginia,2
Powhatan County,Virginia,5
Prince Edward County,Virginia,4
Prince George County,Virginia,0
Prince William County,Virginia,51
Pulaski County,Virginia,49
Rappahannock County,Virginia,20
Richmond County,Virginia,0
Roanoke County,Virginia,24
Rockbridge County,Virginia,7
Rockingham County,Virginia,29
Russell County,Virginia,7
Scott County,Virginia,2
Shenandoah County,Virginia,28
Smyth County,Virginia,6
Southampton County,Virginia,0
Spotsylvania County,Virginia,15
Stafford County,Virginia,15
Surry County,Virginia,0
Sussex County,Virginia,1
Tazewell County,Virginia,20
Warren County,Virginia,33
Washington County,Virginia,5
Westmoreland County,Virginia,0
Wise County,Virginia,0
Wythe County,Virginia,39
York County,Virginia,5
Alexandria city,Virginia,22
Bedford city,Virginia,0
Bristol city,Virginia,1
Buena Vista city,Virginia,1
Charlottesville city,Virginia,13
Chesapeake city,Virginia,5
Colonial Heights city,Virginia,3
Covington city,Virginia,7
Danville city,Virginia,0
Emporia city,Virginia,1
Fairfax city,Virginia,3
Falls Church city,Virginia,3
Franklin city,Virginia,1
Fredericksburg city,Virginia,3
Galax city,Virginia,12
Hampton city,Virginia,7
Harrisonburg city,Virginia,18
Hopewell city,Virginia,0
Lexington city,Virginia,1
Lynchburg city,Virginia,13
Manassas city,Virginia,1
Manassas Park city,Virginia,4
Martinsville city,Virginia,3
Newport News city,Virginia,5
Norfolk city,Virginia,5
Norton city,Virginia,0
Petersburg city,Virginia,2
Poquoson city,Virginia,0
Portsmouth city,Virginia,4
Radford city,Virginia,14
Richmond city,Virginia,3
Roanoke city,Virginia,13
Salem city,Virginia,9
Staunton city,Virginia,5
Suffolk city,Virginia,1
Virginia Beach city,Virginia,23
Waynesboro city,Virginia,5
Williamsburg city,Virginia,0
Winchester city,Virginia,15
Adams County,Washington,0
Asotin County,Washington,0
Benton County,Washington,2
Chelan County,Washington,1
Clallam County,Washington,2
Clark County,Washington,0
Columbia County,Washington,0
Cowlitz County,Washington,0
Douglas County,Washington,0
Ferry County,Washington,0
Franklin County,Washington,0
Garfield County,Washington,0
Grant County,Washington,0
Grays Harbor County,Washington,0
Island County,Washington,1
Jefferson County,Washington,0
King County,Washington,4
Kitsap County,Washington,1
Kittitas County,Washington,0
Klickitat County,Washington,0
Lewis County,Washington,0
Lincoln County,Washington,0
Mason County,Washington,0
Okanogan County,Washington,0
Pacific County,Washington,0
Pend Oreille County,Washington,0
Pierce County,Washington,6
San Juan County,Washington,1
Skagit County,Washington,1
Skamania County,Washington,0
Snohomish County,Washington,2
Spokane County,Washington,2
Stevens County,Washington,0
Thurston County,Washington,1
Wahkiakum County,Washington,0
Walla Walla County,Washington,1
Whatcom County,Washington,0
Whitman County,Washington,0
Yakima County,Washington,0
Barbour County,West Virginia,66
Berkeley County,West Virginia,108
Boone County,West Virginia,11
Braxton County,West Virginia,43
Brooke County,West Virginia,64
Cabell County,West Virginia,56
Calhoun County,West Virginia,25
Clay County,West Virginia,16
Doddridge County,West Virginia,27
Fayette County,West Virginia,40
Gilmer County,West Virginia,20
Grant County,West Virginia,30
Greenbrier County,West Virginia,72
Hampshire County,West Virginia,46
Hancock County,West Virginia,81
Hardy County,West Virginia,28
Harrison County,West Virginia,135
Jackson County,West Virginia,32
Jefferson County,West Virginia,52
Kanawha County,West Virginia,163
Lewis County,West Virginia,53
Lincoln County,West Virginia,24
Logan County,West Virginia,5
McDowell County,West Virginia,7
Marion County,West Virginia,179
Marshall County,West Virginia,163
Mason County,West Virginia,22
Mercer County,West Virginia,104
Mineral County,West Virginia,59
Mingo County,West Virginia,9
Monongalia County,West Virginia,196
Monroe County,West Virginia,56
Morgan County,West Virginia,37
Nicholas County,West Virginia,41
Ohio County,West Virginia,160
Pendleton County,West Virginia,18
Pleasants County,West Virginia,17
Pocahontas County,West Virginia,24
Preston County,West Virginia,155
Putnam County,West Virginia,52
Raleigh County,West Virginia,68
Randolph County,West Virginia,79
Ritchie County,West Virginia,30
Roane County,West Virginia,32
Summers County,West Virginia,49
Taylor County,West Virginia,31
Tucker County,West Virginia,49
Tyler County,West Virginia,37
Upshur County,West Virginia,118
Wayne County,West Virginia,34
Webster County,West Virginia,56
Wetzel County,West Virginia,49
Wirt County,West Virginia,15
Wood County,West Virginia,86
Wyoming County,West Virginia,4
Adams County,Wisconsin,79
Ashland County,Wisconsin,20
Barron County,Wisconsin,106
Bayfield County,Wisconsin,48
Brown County,Wisconsin,190
Buffalo County,Wisconsin,44
Burnett County,Wisconsin,72
Calumet County,Wisconsin,21
Chippewa County,Wisconsin,135
Clark County,Wisconsin,74
Columbia County,Wisconsin,82
Crawford County,Wisconsin,30
Dane County,Wisconsin,295
Dodge County,Wisconsin,33
Door County,Wisconsin,84
Douglas County,Wisconsin,74
Dunn County,Wisconsin,116
Eau Claire County,Wisconsin,229
Florence County,Wisconsin,27
Fond du Lac County,Wisconsin,58
Forest County,Wisconsin,27
Grant County,Wisconsin,55
Green County,Wisconsin,16
Green Lake County,Wisconsin,22
Iowa County,Wisconsin,47
Iron County,Wisconsin,6
Jackson County,Wisconsin,113
Jefferson County,Wisconsin,37
Juneau County,Wisconsin,83
Kenosha County,Wisconsin,44
Kewaunee County,Wisconsin,14
La Crosse County,Wisconsin,167
Lafayette County,Wisconsin,3
Langlade County,Wisconsin,46
Lincoln County,Wisconsin,83
Manitowoc County,Wisconsin,48
Marathon County,Wisconsin,245
Marinette County,Wisconsin,145
Marquette County,Wisconsin,65
Menominee County,Wisconsin,8
Milwaukee County,Wisconsin,199
Monroe County,Wisconsin,111
Oconto County,Wisconsin,103
Oneida County,Wisconsin,139
Outagamie County,Wisconsin,103
Ozaukee County,Wisconsin,70
Pepin County,Wisconsin,38
Pierce County,Wisconsin,63
Polk County,Wisconsin,117
Portage County,Wisconsin,143
Price County,Wisconsin,51
Racine County,Wisconsin,55
Richland County,Wisconsin,41
Rock County,Wisconsin,86
Rusk County,Wisconsin,39
St. Croix County,Wisconsin,124
Sauk County,Wisconsin,106
Sawyer County,Wisconsin,52
Shawano County,Wisconsin,84
Sheboygan County,Wisconsin,78
Taylor County,Wisconsin,26
